PolicyID,Name,DOB,PolicyNumber,InsuranceType,IssueDate,ExpiryDate,PremiumAmount,AccountNumber,IFSCCode,GSTNumber,FamilyID,NomineeName,Details
INS-161034,Melanie Brooks,2005-12-15,8574713,Travel,2024-09-08,2025-10-19,15979.09,JHMT46779854339820,PTYV05811,68AND S9288Z9,FID-1038,Jeffery Herman,"Melanie Brooks holds a Travel insurance with policy number 8574713. It was issued on 2024-09-08 and is valid till 2025-10-19. The premium is ₹15979.09. Family ID: FID-1038. Nominee: Jeffery Herman. IFSC: PTYV05811, GST: 68AND S9288Z9."
INS-366262,Carolyn Sanchez,1994-05-09,9987140,Health,2023-07-17,2025-05-29,7258.11,DWOP08859008793545,HDYA01166,52LTD3178Z5,FID-1047,Benjamin Stephens,"Carolyn Sanchez holds a Health insurance with policy number 9987140. It was issued on 2023-07-17 and is valid till 2025-05-29. The premium is ₹7258.11. Family ID: FID-1047. Nominee: Benjamin Stephens. IFSC: HDYA01166, GST: 52LTD3178Z5."
INS-130650,Robin Richardson,1998-04-27,5175182,Vehicle,2020-08-08,2021-10-19,39865.96,DLJF45351228696184,HEKI03507,63PLC4928Z5,FID-1043,Shannon Ramsey,"Robin Richardson holds a Vehicle insurance with policy number 5175182. It was issued on 2020-08-08 and is valid till 2021-10-19. The premium is ₹39865.96. Family ID: FID-1043. Nominee: Shannon Ramsey. IFSC: HEKI03507, GST: 63PLC4928Z5."
INS-231425,Kristen Washington,1975-07-08,1058854,Vehicle,2022-03-08,2025-06-05,11937.27,EXNA53654285255296,JFJF02213,44AND S2150Z1,FID-1028,Kristen Washington,"Kristen Washington holds a Vehicle insurance with policy number 1058854. It was issued on 2022-03-08 and is valid till 2025-06-05. The premium is ₹11937.27. Family ID: FID-1028. Nominee: Kristen Washington. IFSC: JFJF02213, GST: 44AND S2150Z1."
INS-437742,Gina Santos,1971-07-17,6828185,Health,2021-01-17,2025-04-16,41774.46,VYGL83923094500003,PTPF05682,75INC2978Z8,FID-1012,Gina Santos,"Gina Santos holds a Health insurance with policy number 6828185. It was issued on 2021-01-17 and is valid till 2025-04-16. The premium is ₹41774.46. Family ID: FID-1012. Nominee: Gina Santos. IFSC: PTPF05682, GST: 75INC2978Z8."
INS-391859,James Cohen,1990-06-23,9906163,Travel,2022-06-08,2026-10-21,24503.92,CFWU36586004923271,IJJO03705,73AND S3342Z3,FID-1003,Stacey Williams MD,"James Cohen holds a Travel insurance with policy number 9906163. It was issued on 2022-06-08 and is valid till 2026-10-21. The premium is ₹24503.92. Family ID: FID-1003. Nominee: Stacey Williams MD. IFSC: IJJO03705, GST: 73AND S3342Z3."
INS-446879,Ashley Garrett,1966-05-27,6960326,Health,2024-08-02,2029-01-30,22117.01,JKCT88860325851022,AAOS06499,52GROUP7130Z6,FID-1047,Travis Jackson,"Ashley Garrett holds a Health insurance with policy number 6960326. It was issued on 2024-08-02 and is valid till 2029-01-30. The premium is ₹22117.01. Family ID: FID-1047. Nominee: Travis Jackson. IFSC: AAOS06499, GST: 52GROUP7130Z6."
INS-906979,Linda Fowler,1981-01-05,1594140,Travel,2021-10-26,2024-12-26,5176.54,LEGE43302195514488,ITFB09008,94LLC1896Z1,FID-1023,Heather Yates,"Linda Fowler holds a Travel insurance with policy number 1594140. It was issued on 2021-10-26 and is valid till 2024-12-26. The premium is ₹5176.54. Family ID: FID-1023. Nominee: Heather Yates. IFSC: ITFB09008, GST: 94LLC1896Z1."
INS-967139,Courtney Barker,1979-04-04,6053051,Life,2023-04-21,2027-07-31,6218.73,KMUD75854568352069,QBRR04316,39LTD1951Z9,FID-1035,Terry Dyer,"Courtney Barker holds a Life insurance with policy number 6053051. It was issued on 2023-04-21 and is valid till 2027-07-31. The premium is ₹6218.73. Family ID: FID-1035. Nominee: Terry Dyer. IFSC: QBRR04316, GST: 39LTD1951Z9."
INS-625996,Stacey Williams MD,1956-07-09,4765653,Vehicle,2022-07-18,2024-01-17,3099.18,HQLB21122881459556,XRHL02320,41INC4865Z6,FID-1003,Jessica Greer,"Stacey Williams MD holds a Vehicle insurance with policy number 4765653. It was issued on 2022-07-18 and is valid till 2024-01-17. The premium is ₹3099.18. Family ID: FID-1003. Nominee: Jessica Greer. IFSC: XRHL02320, GST: 41INC4865Z6."
INS-101043,Janet Stevenson,1976-08-08,9830744,Home,2022-07-19,2024-04-01,33012.9,ZECT56011905666473,QBRJ07472,67LTD6933Z5,FID-1004,John Cox,"Janet Stevenson holds a Home insurance with policy number 9830744. It was issued on 2022-07-19 and is valid till 2024-04-01. The premium is ₹33012.9. Family ID: FID-1004. Nominee: John Cox. IFSC: QBRJ07472, GST: 67LTD6933Z5."
INS-145257,Jaime Cook,1956-04-26,7715340,Travel,2022-07-04,2025-04-28,13234.31,NEUT85759834995128,MAZF09767,27GROUP9146Z7,FID-1034,Lori Wise,"Jaime Cook holds a Travel insurance with policy number 7715340. It was issued on 2022-07-04 and is valid till 2025-04-28. The premium is ₹13234.31. Family ID: FID-1034. Nominee: Lori Wise. IFSC: MAZF09767, GST: 27GROUP9146Z7."
INS-785646,Timothy Kennedy DDS,1989-04-11,4102160,Home,2021-06-20,2023-01-31,11009.64,KHMU80340529563796,DJXP05926,18GROUP7840Z2,FID-1020,Samuel Fletcher,"Timothy Kennedy DDS holds a Home insurance with policy number 4102160. It was issued on 2021-06-20 and is valid till 2023-01-31. The premium is ₹11009.64. Family ID: FID-1020. Nominee: Samuel Fletcher. IFSC: DJXP05926, GST: 18GROUP7840Z2."
INS-968874,Briana Williams,1965-09-21,8139230,Life,2023-08-04,2026-06-09,42555.45,ZVDX47535418248062,OQVX09199,88INC8748Z3,FID-1018,Briana Williams,"Briana Williams holds a Life insurance with policy number 8139230. It was issued on 2023-08-04 and is valid till 2026-06-09. The premium is ₹42555.45. Family ID: FID-1018. Nominee: Briana Williams. IFSC: OQVX09199, GST: 88INC8748Z3."
INS-651424,Douglas Johnson,1995-05-23,8159141,Travel,2020-09-01,2025-02-12,32923.63,SXXH69826712258809,CSSC08710,21LLC4336Z7,FID-1037,Jennifer Hunter,"Douglas Johnson holds a Travel insurance with policy number 8159141. It was issued on 2020-09-01 and is valid till 2025-02-12. The premium is ₹32923.63. Family ID: FID-1037. Nominee: Jennifer Hunter. IFSC: CSSC08710, GST: 21LLC4336Z7."
INS-572593,Taylor Fisher,1986-01-17,6167494,Home,2020-09-17,2022-05-17,24337.99,YBGJ95137006823195,CDUJ07815,69LTD5407Z5,FID-1014,Vanessa Benitez,"Taylor Fisher holds a Home insurance with policy number 6167494. It was issued on 2020-09-17 and is valid till 2022-05-17. The premium is ₹24337.99. Family ID: FID-1014. Nominee: Vanessa Benitez. IFSC: CDUJ07815, GST: 69LTD5407Z5."
INS-365624,Mackenzie Taylor,1983-11-22,3617281,Life,2022-01-09,2024-10-27,42175.34,DMZD39414635019948,UKAL06276,82LLC3554Z3,FID-1015,Diane Wall,"Mackenzie Taylor holds a Life insurance with policy number 3617281. It was issued on 2022-01-09 and is valid till 2024-10-27. The premium is ₹42175.34. Family ID: FID-1015. Nominee: Diane Wall. IFSC: UKAL06276, GST: 82LLC3554Z3."
INS-449759,Natalie Clements,1989-07-13,1400882,Life,2024-11-02,2028-09-08,39017.68,VFYE41104309871288,CVKD09606,47INC8070Z3,FID-1007,Joseph Smith,"Natalie Clements holds a Life insurance with policy number 1400882. It was issued on 2024-11-02 and is valid till 2028-09-08. The premium is ₹39017.68. Family ID: FID-1007. Nominee: Joseph Smith. IFSC: CVKD09606, GST: 47INC8070Z3."
INS-940108,Richard Vasquez,1991-03-25,3348681,Vehicle,2025-05-22,2026-12-28,22772.34,PJMJ84788903423322,AUSM05215,13GROUP2105Z8,FID-1008,Richard Vasquez,"Richard Vasquez holds a Vehicle insurance with policy number 3348681. It was issued on 2025-05-22 and is valid till 2026-12-28. The premium is ₹22772.34. Family ID: FID-1008. Nominee: Richard Vasquez. IFSC: AUSM05215, GST: 13GROUP2105Z8."
INS-335559,Tammie Collins,2004-05-08,1318477,Travel,2021-09-01,2026-03-04,14150.61,QJHX34287742313605,RVCC07601,99INC2289Z2,FID-1031,Brandon Chen,"Tammie Collins holds a Travel insurance with policy number 1318477. It was issued on 2021-09-01 and is valid till 2026-03-04. The premium is ₹14150.61. Family ID: FID-1031. Nominee: Brandon Chen. IFSC: RVCC07601, GST: 99INC2289Z2."
INS-492178,Cassidy Shields,1996-05-06,6445542,Health,2024-07-27,2026-02-02,41080.03,MSZE84997492543257,EWMZ06668,72PLC9205Z3,FID-1046,Zachary Hall,"Cassidy Shields holds a Health insurance with policy number 6445542. It was issued on 2024-07-27 and is valid till 2026-02-02. The premium is ₹41080.03. Family ID: FID-1046. Nominee: Zachary Hall. IFSC: EWMZ06668, GST: 72PLC9205Z3."
INS-158749,Donna Santiago,1999-05-18,6478537,Vehicle,2023-01-05,2027-11-20,49593.72,JUCI09652579636971,AAHK03538,40LLC2531Z6,FID-1039,Allison Lee,"Donna Santiago holds a Vehicle insurance with policy number 6478537. It was issued on 2023-01-05 and is valid till 2027-11-20. The premium is ₹49593.72. Family ID: FID-1039. Nominee: Allison Lee. IFSC: AAHK03538, GST: 40LLC2531Z6."
INS-968775,Michelle Reyes,1986-06-25,9890365,Home,2020-10-08,2025-01-05,4747.35,BGYU11286367735601,TRRK01958,30INC8738Z2,FID-1018,Briana Williams,"Michelle Reyes holds a Home insurance with policy number 9890365. It was issued on 2020-10-08 and is valid till 2025-01-05. The premium is ₹4747.35. Family ID: FID-1018. Nominee: Briana Williams. IFSC: TRRK01958, GST: 30INC8738Z2."
INS-720421,Diane Vazquez,1975-06-28,2593055,Life,2020-07-05,2021-08-18,27026.03,CHRB69144505408087,NBXY03263,40INC6399Z6,FID-1042,Rachel Goodman,"Diane Vazquez holds a Life insurance with policy number 2593055. It was issued on 2020-07-05 and is valid till 2021-08-18. The premium is ₹27026.03. Family ID: FID-1042. Nominee: Rachel Goodman. IFSC: NBXY03263, GST: 40INC6399Z6."
INS-748205,Destiny Franco,1960-05-10,2788904,Health,2020-12-30,2024-04-24,23535.28,NJWD48535302469591,ZHWQ01652,38GROUP3550Z9,FID-1035,Courtney Barker,"Destiny Franco holds a Health insurance with policy number 2788904. It was issued on 2020-12-30 and is valid till 2024-04-24. The premium is ₹23535.28. Family ID: FID-1035. Nominee: Courtney Barker. IFSC: ZHWQ01652, GST: 38GROUP3550Z9."
INS-628453,Rebecca Wilcox,1965-09-04,6368189,Home,2020-07-18,2023-04-19,49390.49,MRVE99949305025951,PWND09638,46LLC2617Z4,FID-1041,Juan Thomas,"Rebecca Wilcox holds a Home insurance with policy number 6368189. It was issued on 2020-07-18 and is valid till 2023-04-19. The premium is ₹49390.49. Family ID: FID-1041. Nominee: Juan Thomas. IFSC: PWND09638, GST: 46LLC2617Z4."
INS-128320,Natalie Andrews,1990-05-13,9549361,Vehicle,2021-03-11,2025-08-20,26975.02,EDVP81039859285997,PWOR02229,81LLC6133Z9,FID-1033,Natalie Andrews,"Natalie Andrews holds a Vehicle insurance with policy number 9549361. It was issued on 2021-03-11 and is valid till 2025-08-20. The premium is ₹26975.02. Family ID: FID-1033. Nominee: Natalie Andrews. IFSC: PWOR02229, GST: 81LLC6133Z9."
INS-759214,Michelle Reyes,1986-06-25,8689802,Life,2021-09-07,2025-07-27,35330.01,JSZB79070957409030,SOAC06082,15LTD2900Z4,FID-1018,Charles Collins,"Michelle Reyes holds a Life insurance with policy number 8689802. It was issued on 2021-09-07 and is valid till 2025-07-27. The premium is ₹35330.01. Family ID: FID-1018. Nominee: Charles Collins. IFSC: SOAC06082, GST: 15LTD2900Z4."
INS-196246,Joel Brown,2004-08-22,4161631,Home,2021-10-26,2025-07-08,23133.79,TOQE44088255959219,QJYW08338,17GROUP6806Z4,FID-1039,Joel Brown,"Joel Brown holds a Home insurance with policy number 4161631. It was issued on 2021-10-26 and is valid till 2025-07-08. The premium is ₹23133.79. Family ID: FID-1039. Nominee: Joel Brown. IFSC: QJYW08338, GST: 17GROUP6806Z4."
INS-890378,James Cohen,1990-06-23,5134525,Health,2024-06-04,2026-12-18,28324.17,WADA49826039290683,KFOA04920,48LLC9977Z9,FID-1003,Jessica Greer,"James Cohen holds a Health insurance with policy number 5134525. It was issued on 2024-06-04 and is valid till 2026-12-18. The premium is ₹28324.17. Family ID: FID-1003. Nominee: Jessica Greer. IFSC: KFOA04920, GST: 48LLC9977Z9."
INS-883783,Jennifer Sanchez,1984-06-04,6493342,Vehicle,2020-07-23,2024-05-19,39276.69,VSEE32134808781060,FXOZ02600,17GROUP6187Z7,FID-1047,Jessica Smith,"Jennifer Sanchez holds a Vehicle insurance with policy number 6493342. It was issued on 2020-07-23 and is valid till 2024-05-19. The premium is ₹39276.69. Family ID: FID-1047. Nominee: Jessica Smith. IFSC: FXOZ02600, GST: 17GROUP6187Z7."
INS-600580,Dorothy Petersen,1992-01-05,6935256,Health,2023-08-22,2025-03-07,31653.97,HVTQ89104750499742,AEZW01036,21PLC1059Z6,FID-1002,Chloe Shepherd,"Dorothy Petersen holds a Health insurance with policy number 6935256. It was issued on 2023-08-22 and is valid till 2025-03-07. The premium is ₹31653.97. Family ID: FID-1002. Nominee: Chloe Shepherd. IFSC: AEZW01036, GST: 21PLC1059Z6."
INS-200143,Douglas Wright,1969-03-26,9794606,Vehicle,2022-03-11,2025-07-24,5359.93,XEJP57462182924608,VDMP06010,89LTD1298Z2,FID-1013,Timothy Duncan,"Douglas Wright holds a Vehicle insurance with policy number 9794606. It was issued on 2022-03-11 and is valid till 2025-07-24. The premium is ₹5359.93. Family ID: FID-1013. Nominee: Timothy Duncan. IFSC: VDMP06010, GST: 89LTD1298Z2."
INS-941265,Garrett Cline,1957-02-01,9553988,Vehicle,2020-09-24,2025-04-24,10455.71,GBLB10975006540800,CHIJ06805,90PLC6159Z4,FID-1016,Shannon Hunt,"Garrett Cline holds a Vehicle insurance with policy number 9553988. It was issued on 2020-09-24 and is valid till 2025-04-24. The premium is ₹10455.71. Family ID: FID-1016. Nominee: Shannon Hunt. IFSC: CHIJ06805, GST: 90PLC6159Z4."
INS-517732,Natalie Andrews,1990-05-13,4762210,Health,2025-04-19,2028-06-11,17046.09,ROYU60184371378651,TOVG06382,51LTD4578Z6,FID-1033,Tammy George,"Natalie Andrews holds a Health insurance with policy number 4762210. It was issued on 2025-04-19 and is valid till 2028-06-11. The premium is ₹17046.09. Family ID: FID-1033. Nominee: Tammy George. IFSC: TOVG06382, GST: 51LTD4578Z6."
INS-844160,Nathan Johnson,1962-07-22,8096510,Home,2023-08-07,2026-08-23,20255.61,ZVVQ79972923127742,MCNU02849,21PLC2641Z1,FID-1015,Jesus Rogers MD,"Nathan Johnson holds a Home insurance with policy number 8096510. It was issued on 2023-08-07 and is valid till 2026-08-23. The premium is ₹20255.61. Family ID: FID-1015. Nominee: Jesus Rogers MD. IFSC: MCNU02849, GST: 21PLC2641Z1."
INS-831210,Dawn Rogers,1971-10-20,9138769,Health,2021-09-10,2023-02-12,44715.83,ZXED99487404966203,EHQU04083,56INC9385Z7,FID-1048,Dawn Rogers,"Dawn Rogers holds a Health insurance with policy number 9138769. It was issued on 2021-09-10 and is valid till 2023-02-12. The premium is ₹44715.83. Family ID: FID-1048. Nominee: Dawn Rogers. IFSC: EHQU04083, GST: 56INC9385Z7."
INS-203387,Rebecca Wilcox,1965-09-04,5256648,Life,2023-11-19,2024-12-24,23762.2,JWZG58741374054907,WYCX03964,71GROUP2336Z9,FID-1041,Juan Thomas,"Rebecca Wilcox holds a Life insurance with policy number 5256648. It was issued on 2023-11-19 and is valid till 2024-12-24. The premium is ₹23762.2. Family ID: FID-1041. Nominee: Juan Thomas. IFSC: WYCX03964, GST: 71GROUP2336Z9."
INS-205233,Janet Stevenson,1976-08-08,9885613,Vehicle,2023-03-02,2027-03-21,18023.99,PKZQ61390353326372,OULR06226,45GROUP3521Z4,FID-1004,Janet Stevenson,"Janet Stevenson holds a Vehicle insurance with policy number 9885613. It was issued on 2023-03-02 and is valid till 2027-03-21. The premium is ₹18023.99. Family ID: FID-1004. Nominee: Janet Stevenson. IFSC: OULR06226, GST: 45GROUP3521Z4."
INS-683770,Destiny Franco,1960-05-10,6235418,Life,2023-04-19,2025-10-13,20676.35,ABDP43632420147090,HQJW05214,40INC6236Z3,FID-1035,Courtney Barker,"Destiny Franco holds a Life insurance with policy number 6235418. It was issued on 2023-04-19 and is valid till 2025-10-13. The premium is ₹20676.35. Family ID: FID-1035. Nominee: Courtney Barker. IFSC: HQJW05214, GST: 40INC6236Z3."
INS-112995,Travis Brown,1976-03-19,2047263,Travel,2025-01-25,2029-06-04,35447.35,PHSZ59534225303956,EBXK04184,11GROUP2221Z8,FID-1002,Dorothy Petersen,"Travis Brown holds a Travel insurance with policy number 2047263. It was issued on 2025-01-25 and is valid till 2029-06-04. The premium is ₹35447.35. Family ID: FID-1002. Nominee: Dorothy Petersen. IFSC: EBXK04184, GST: 11GROUP2221Z8."
INS-988623,Jennifer Hunter,1999-04-27,3697650,Health,2023-10-09,2024-12-18,49645.07,TMWS38820439757627,XXQN08111,34LTD7395Z2,FID-1037,David Mitchell,"Jennifer Hunter holds a Health insurance with policy number 3697650. It was issued on 2023-10-09 and is valid till 2024-12-18. The premium is ₹49645.07. Family ID: FID-1037. Nominee: David Mitchell. IFSC: XXQN08111, GST: 34LTD7395Z2."
INS-864639,Rodney Garcia,1954-12-03,9100841,Vehicle,2023-05-15,2026-06-24,10143.73,OJVR41657367421074,IARB01152,18LTD7782Z9,FID-1020,Robert Steele,"Rodney Garcia holds a Vehicle insurance with policy number 9100841. It was issued on 2023-05-15 and is valid till 2026-06-24. The premium is ₹10143.73. Family ID: FID-1020. Nominee: Robert Steele. IFSC: IARB01152, GST: 18LTD7782Z9."
INS-842971,Jeffery Herman,1979-10-28,8794549,Health,2022-09-02,2026-01-30,11950.67,PICI02750748982306,VXNF04329,38LLC8096Z3,FID-1038,Duane Herrera,"Jeffery Herman holds a Health insurance with policy number 8794549. It was issued on 2022-09-02 and is valid till 2026-01-30. The premium is ₹11950.67. Family ID: FID-1038. Nominee: Duane Herrera. IFSC: VXNF04329, GST: 38LLC8096Z3."
INS-208818,Robert Steele,1965-08-17,5486725,Travel,2023-03-09,2025-08-31,6331.9,QETT94991798222338,QDCJ05263,80AND S5462Z2,FID-1020,Sean Cook,"Robert Steele holds a Travel insurance with policy number 5486725. It was issued on 2023-03-09 and is valid till 2025-08-31. The premium is ₹6331.9. Family ID: FID-1020. Nominee: Sean Cook. IFSC: QDCJ05263, GST: 80AND S5462Z2."
INS-936601,Jennifer Sanchez,1984-06-04,3638044,Vehicle,2021-04-02,2023-10-05,27931.25,JHPY04002539746202,EDGZ06603,67GROUP5104Z3,FID-1047,Jennifer Sanchez,"Jennifer Sanchez holds a Vehicle insurance with policy number 3638044. It was issued on 2021-04-02 and is valid till 2023-10-05. The premium is ₹27931.25. Family ID: FID-1047. Nominee: Jennifer Sanchez. IFSC: EDGZ06603, GST: 67GROUP5104Z3."
INS-407676,Sheri Morgan,1967-06-17,6194171,Travel,2024-04-29,2028-03-12,31269.65,FEPX48036648044793,TGHB04165,77INC5377Z8,FID-1006,Theresa Ryan,"Sheri Morgan holds a Travel insurance with policy number 6194171. It was issued on 2024-04-29 and is valid till 2028-03-12. The premium is ₹31269.65. Family ID: FID-1006. Nominee: Theresa Ryan. IFSC: TGHB04165, GST: 77INC5377Z8."
INS-267989,Gina Santos,1971-07-17,3486701,Health,2023-08-28,2025-06-10,5100.5,KMDO67536297634911,HJGR05996,84AND S2952Z6,FID-1012,Elijah Ruiz,"Gina Santos holds a Health insurance with policy number 3486701. It was issued on 2023-08-28 and is valid till 2025-06-10. The premium is ₹5100.5. Family ID: FID-1012. Nominee: Elijah Ruiz. IFSC: HJGR05996, GST: 84AND S2952Z6."
INS-840883,Jacob Baldwin,1960-09-11,8966055,Health,2025-03-29,2026-07-20,41853.21,YDWV07644207182327,GIXM07102,62PLC5025Z6,FID-1021,Ryan Young,"Jacob Baldwin holds a Health insurance with policy number 8966055. It was issued on 2025-03-29 and is valid till 2026-07-20. The premium is ₹41853.21. Family ID: FID-1021. Nominee: Ryan Young. IFSC: GIXM07102, GST: 62PLC5025Z6."
INS-210547,Darren Thompson,1996-10-30,6654753,Home,2024-02-07,2027-01-21,29471.28,CAVW54789742549275,ZIVY06377,66PLC4140Z4,FID-1000,Darren Thompson,"Darren Thompson holds a Home insurance with policy number 6654753. It was issued on 2024-02-07 and is valid till 2027-01-21. The premium is ₹29471.28. Family ID: FID-1000. Nominee: Darren Thompson. IFSC: ZIVY06377, GST: 66PLC4140Z4."
INS-460495,Roger Morrison,1966-07-17,6253199,Health,2022-03-01,2023-04-30,19246.52,BHNI02149458588672,NTOL03720,35PLC2382Z8,FID-1027,Stacy Simpson,"Roger Morrison holds a Health insurance with policy number 6253199. It was issued on 2022-03-01 and is valid till 2023-04-30. The premium is ₹19246.52. Family ID: FID-1027. Nominee: Stacy Simpson. IFSC: NTOL03720, GST: 35PLC2382Z8."
INS-683732,David Ortiz,1979-06-09,3940491,Vehicle,2023-07-16,2027-07-02,28610.4,UPFM87133356077244,WWUL08545,63GROUP3428Z4,FID-1008,Kevin Martinez,"David Ortiz holds a Vehicle insurance with policy number 3940491. It was issued on 2023-07-16 and is valid till 2027-07-02. The premium is ₹28610.4. Family ID: FID-1008. Nominee: Kevin Martinez. IFSC: WWUL08545, GST: 63GROUP3428Z4."
INS-969907,Jeffery Herman,1979-10-28,8141525,Health,2025-03-26,2027-03-24,44559.5,OXRN37382693820424,FZUD05711,80INC7294Z7,FID-1038,Dr. Melissa Ortiz,"Jeffery Herman holds a Health insurance with policy number 8141525. It was issued on 2025-03-26 and is valid till 2027-03-24. The premium is ₹44559.5. Family ID: FID-1038. Nominee: Dr. Melissa Ortiz. IFSC: FZUD05711, GST: 80INC7294Z7."
INS-258854,Jeffery Herman,1979-10-28,2657302,Travel,2023-04-09,2026-03-29,32607.48,QXTB20411414867605,QBSM03851,92INC7945Z8,FID-1038,Dr. Melissa Ortiz,"Jeffery Herman holds a Travel insurance with policy number 2657302. It was issued on 2023-04-09 and is valid till 2026-03-29. The premium is ₹32607.48. Family ID: FID-1038. Nominee: Dr. Melissa Ortiz. IFSC: QBSM03851, GST: 92INC7945Z8."
INS-729897,Darren Thompson,1996-10-30,9567912,Vehicle,2023-11-27,2028-10-02,48196.22,JACJ59944901013380,OMHC07538,85LLC4282Z4,FID-1000,James Castro,"Darren Thompson holds a Vehicle insurance with policy number 9567912. It was issued on 2023-11-27 and is valid till 2028-10-02. The premium is ₹48196.22. Family ID: FID-1000. Nominee: James Castro. IFSC: OMHC07538, GST: 85LLC4282Z4."
INS-709560,Douglas Johnson,1995-05-23,1209432,Life,2023-05-04,2027-05-04,25396.51,NHPY17052340131779,DYMF06017,84GROUP9526Z1,FID-1037,Jennifer Hunter,"Douglas Johnson holds a Life insurance with policy number 1209432. It was issued on 2023-05-04 and is valid till 2027-05-04. The premium is ₹25396.51. Family ID: FID-1037. Nominee: Jennifer Hunter. IFSC: DYMF06017, GST: 84GROUP9526Z1."
INS-861497,Bradley Johnson,1958-11-04,2190953,Vehicle,2020-11-12,2022-09-06,33402.37,RWFO14151108930909,QLPI07918,38AND S7141Z1,FID-1031,Bradley Johnson,"Bradley Johnson holds a Vehicle insurance with policy number 2190953. It was issued on 2020-11-12 and is valid till 2022-09-06. The premium is ₹33402.37. Family ID: FID-1031. Nominee: Bradley Johnson. IFSC: QLPI07918, GST: 38AND S7141Z1."
INS-658717,Brandon Spence,1968-10-12,4074925,Travel,2025-03-06,2026-07-14,8109.4,DGLV02582085706770,QSEK03245,41PLC2499Z5,FID-1035,Courtney Barker,"Brandon Spence holds a Travel insurance with policy number 4074925. It was issued on 2025-03-06 and is valid till 2026-07-14. The premium is ₹8109.4. Family ID: FID-1035. Nominee: Courtney Barker. IFSC: QSEK03245, GST: 41PLC2499Z5."
INS-513926,Melissa Smith,1979-01-02,4667911,Home,2021-11-12,2024-04-19,40449.8,DCEV58120259971785,BZTQ09386,25LTD6141Z1,FID-1032,Johnny Hernandez,"Melissa Smith holds a Home insurance with policy number 4667911. It was issued on 2021-11-12 and is valid till 2024-04-19. The premium is ₹40449.8. Family ID: FID-1032. Nominee: Johnny Hernandez. IFSC: BZTQ09386, GST: 25LTD6141Z1."
INS-762729,Richard Hall,1978-11-19,1685067,Life,2023-06-12,2026-03-20,35860.77,EFNV86749251261292,GZZX08207,53LTD1515Z2,FID-1007,Riley Duncan,"Richard Hall holds a Life insurance with policy number 1685067. It was issued on 2023-06-12 and is valid till 2026-03-20. The premium is ₹35860.77. Family ID: FID-1007. Nominee: Riley Duncan. IFSC: GZZX08207, GST: 53LTD1515Z2."
INS-220594,Duane Herrera,2004-08-04,1801473,Life,2025-04-15,2026-11-01,14131.76,ZDOO73968186257117,JRRT02367,67AND S5678Z8,FID-1038,Duane Herrera,"Duane Herrera holds a Life insurance with policy number 1801473. It was issued on 2025-04-15 and is valid till 2026-11-01. The premium is ₹14131.76. Family ID: FID-1038. Nominee: Duane Herrera. IFSC: JRRT02367, GST: 67AND S5678Z8."
INS-615986,Melissa Smith,1979-01-02,2288429,Life,2022-11-23,2024-05-06,47717.92,QTHH07445815653218,JHCU02595,62PLC1182Z6,FID-1032,Sarah Flynn DDS,"Melissa Smith holds a Life insurance with policy number 2288429. It was issued on 2022-11-23 and is valid till 2024-05-06. The premium is ₹47717.92. Family ID: FID-1032. Nominee: Sarah Flynn DDS. IFSC: JHCU02595, GST: 62PLC1182Z6."
INS-441480,Zachary Elliott,1983-01-22,6585780,Home,2024-02-11,2027-10-10,11517.17,KMFW03158509420188,NAVB06237,59PLC3304Z1,FID-1037,Jennifer Hunter,"Zachary Elliott holds a Home insurance with policy number 6585780. It was issued on 2024-02-11 and is valid till 2027-10-10. The premium is ₹11517.17. Family ID: FID-1037. Nominee: Jennifer Hunter. IFSC: NAVB06237, GST: 59PLC3304Z1."
INS-595873,Donald Aguirre,1977-11-13,1235596,Vehicle,2024-08-12,2029-01-21,6514.87,SYEQ95742814506453,VCWW01804,14PLC1622Z3,FID-1043,Robin Richardson,"Donald Aguirre holds a Vehicle insurance with policy number 1235596. It was issued on 2024-08-12 and is valid till 2029-01-21. The premium is ₹6514.87. Family ID: FID-1043. Nominee: Robin Richardson. IFSC: VCWW01804, GST: 14PLC1622Z3."
INS-312475,Robin Richardson,1998-04-27,4633365,Life,2020-10-03,2023-01-19,16855.89,PQMF85847209288574,AFGT02677,28GROUP2681Z2,FID-1043,Shannon Ramsey,"Robin Richardson holds a Life insurance with policy number 4633365. It was issued on 2020-10-03 and is valid till 2023-01-19. The premium is ₹16855.89. Family ID: FID-1043. Nominee: Shannon Ramsey. IFSC: AFGT02677, GST: 28GROUP2681Z2."
INS-208766,Christine Snyder,1997-10-10,3223554,Travel,2020-09-03,2022-08-01,9944.83,QRJL23815755311510,IHZF03256,28AND S1547Z7,FID-1029,Christine Snyder,"Christine Snyder holds a Travel insurance with policy number 3223554. It was issued on 2020-09-03 and is valid till 2022-08-01. The premium is ₹9944.83. Family ID: FID-1029. Nominee: Christine Snyder. IFSC: IHZF03256, GST: 28AND S1547Z7."
INS-364208,Stephen Mason,2005-10-08,1992475,Home,2022-07-20,2026-12-22,40051.11,HCRX99454043688355,KXJX05093,88LLC4823Z6,FID-1009,Stephen Mason,"Stephen Mason holds a Home insurance with policy number 1992475. It was issued on 2022-07-20 and is valid till 2026-12-22. The premium is ₹40051.11. Family ID: FID-1009. Nominee: Stephen Mason. IFSC: KXJX05093, GST: 88LLC4823Z6."
